fdc:RelatedPerson	owl:deprecated	true	xsd:boolean
fdc:RegistrationAuthority	owl:deprecated	true	xsd:boolean
fdc:RegistrationAgency	owl:deprecated	true	xsd:boolean
fdc:ProjectMember	owl:deprecated	true	xsd:boolean
fdc:ProjectManager	owl:deprecated	true	xsd:boolean
fdc:ProjectLeader	owl:deprecated	true	xsd:boolean
fdc:Producer	owl:deprecated	true	xsd:boolean
fdc:HostingInstitution	owl:deprecated	true	xsd:boolean
fdc:Editor	owl:deprecated	true	xsd:boolean
fdc:Distributor	owl:deprecated	true	xsd:boolean
fdc:DataManager	owl:deprecated	true	xsd:boolean
fdc:DataCurator	owl:deprecated	true	xsd:boolean
fdc:DataCollector	owl:deprecated	true	xsd:boolean
fdc:ContactPerson	owl:deprecated	true	xsd:boolean
fdc:ContributorRole	owl:deprecated	true	xsd:boolean
fdc:OtherResource	owl:deprecated	true	xsd:boolean
fdc:Workflow	owl:deprecated	true	xsd:boolean
fdc:Text	owl:deprecated	true	xsd:boolean
fdc:Sound	owl:deprecated	true	xsd:boolean
fdc:Software	owl:deprecated	true	xsd:boolean
fdc:Service	owl:deprecated	true	xsd:boolean
fdc:PhysicalObject	owl:deprecated	true	xsd:boolean
fdc:Model	owl:deprecated	true	xsd:boolean
fdc:InteractiveResource	owl:deprecated	true	xsd:boolean
fdc:Image	owl:deprecated	true	xsd:boolean
fdc:Event	owl:deprecated	true	xsd:boolean
fdc:DataStream	owl:deprecated	true	xsd:boolean
fdc:Dataset	owl:deprecated	true	xsd:boolean
fdc:DataCatalog	owl:deprecated	true	xsd:boolean
fdc:DataPaper	owl:deprecated	true	xsd:boolean
fdc:Collection	owl:deprecated	true	xsd:boolean
fdc:Audiovisual	owl:deprecated	true	xsd:boolean
fdc:ResourceTypeCategory	owl:deprecated	true	xsd:boolean
fdc:IRI	owl:deprecated	true	xsd:boolean
fdc:w3id	owl:deprecated	true	xsd:boolean
fdc:URN	owl:deprecated	true	xsd:boolean
fdc:URL	owl:deprecated	true	xsd:boolean
fdc:URI	owl:deprecated	true	xsd:boolean
fdc:UPC	owl:deprecated	true	xsd:boolean
fdc:PURL	owl:deprecated	true	xsd:boolean
fdc:PMID	owl:deprecated	true	xsd:boolean
fdc:LSID	owl:deprecated	true	xsd:boolean
fdc:LISSN	owl:deprecated	true	xsd:boolean
fdc:ISTC	owl:deprecated	true	xsd:boolean
fdc:ISSN	owl:deprecated	true	xsd:boolean
fdc:ISBN	owl:deprecated	true	xsd:boolean
fdc:IGSN	owl:deprecated	true	xsd:boolean
fdc:Handle	owl:deprecated	true	xsd:boolean
fdc:EISSN	owl:deprecated	true	xsd:boolean
fdc:EAN13	owl:deprecated	true	xsd:boolean
fdc:DOI	owl:deprecated	true	xsd:boolean
fdc:bibcode	owl:deprecated	true	xsd:boolean
fdc:arXiv	owl:deprecated	true	xsd:boolean
fdc:ARK	owl:deprecated	true	xsd:boolean
fdc:IdentifierType	owl:deprecated	true	xsd:boolean
fdc:Withdrawn	owl:deprecated	true	xsd:boolean
fdc:Valid	owl:deprecated	true	xsd:boolean
fdc:Updated	owl:deprecated	true	xsd:boolean
fdc:Submitted	owl:deprecated	true	xsd:boolean
fdc:Issued	owl:deprecated	true	xsd:boolean
fdc:Created	owl:deprecated	true	xsd:boolean
fdc:Collected	owl:deprecated	true	xsd:boolean
fdc:Copyrighted	owl:deprecated	true	xsd:boolean
fdc:Available	owl:deprecated	true	xsd:boolean
fdc:Accepted	owl:deprecated	true	xsd:boolean
fdc:Published	owl:deprecated	true	xsd:boolean
fdc:DateType	owl:deprecated	true	xsd:boolean
fdc:OtherRole	owl:deprecated	true	xsd:boolean
fdc:WorkPackageLeader	owl:deprecated	true	xsd:boolean
fdc:Supervisor	owl:deprecated	true	xsd:boolean
fdc:Sponsor	owl:deprecated	true	xsd:boolean
fdc:RightsHolder	owl:deprecated	true	xsd:boolean
fdc:ResearchGroup	owl:deprecated	true	xsd:boolean
fdc:Researcher	owl:deprecated	true	xsd:boolean
fdc:LicenseIdentifier	owl:deprecated	true	xsd:boolean
fdc:IdentifierScheme	owl:deprecated	true	xsd:boolean
fdc:Organization	owl:deprecated	true	xsd:boolean
fdc:Person	owl:deprecated	true	xsd:boolean
fdc:ResourceCreatorType	owl:deprecated	true	xsd:boolean
fdc:AFL1.1	owl:deprecated	true	xsd:boolean
fdc:ADSL	owl:deprecated	true	xsd:boolean
fdc:AdobeGlyph	owl:deprecated	true	xsd:boolean
fdc:Adobe2006	owl:deprecated	true	xsd:boolean
fdc:Abstyles	owl:deprecated	true	xsd:boolean
fdc:AAL	owl:deprecated	true	xsd:boolean
fdc:0BSD	owl:deprecated	true	xsd:boolean
fdc:BSD3ClauseAttribution	owl:deprecated	true	xsd:boolean
fdc:BSD3Clause	owl:deprecated	true	xsd:boolean
fdc:BSD2ClauseViews	owl:deprecated	true	xsd:boolean
fdc:BSD2ClausePatent	owl:deprecated	true	xsd:boolean
fdc:BSD2Clause	owl:deprecated	true	xsd:boolean
fdc:BSD1Clause	owl:deprecated	true	xsd:boolean
fdc:Borceux	owl:deprecated	true	xsd:boolean
fdc:BlueOak1.0.0	owl:deprecated	true	xsd:boolean
fdc:blessing	owl:deprecated	true	xsd:boolean
fdc:BitTorrent1.1	owl:deprecated	true	xsd:boolean
fdc:BitTorrent1.0	owl:deprecated	true	xsd:boolean
fdc:Beerware	owl:deprecated	true	xsd:boolean
fdc:Barr	owl:deprecated	true	xsd:boolean
fdc:Bahyph	owl:deprecated	true	xsd:boolean
fdc:Artistic2.0	owl:deprecated	true	xsd:boolean
fdc:Artistic1.0Perl	owl:deprecated	true	xsd:boolean
fdc:Artistic1.0cl8	owl:deprecated	true	xsd:boolean
fdc:Artistic1.0	owl:deprecated	true	xsd:boolean
fdc:APSL2.0	owl:deprecated	true	xsd:boolean
fdc:APSL1.2	owl:deprecated	true	xsd:boolean
fdc:APSL1.1	owl:deprecated	true	xsd:boolean
fdc:APSL1.0	owl:deprecated	true	xsd:boolean
