fdc:Deprecated	skos:narrower	fdc:Researcher	_IRI
fdc:Deprecated	skos:narrower	fdc:RelatedPerson	_IRI
fdc:Deprecated	skos:narrower	fdc:RegistrationAuthority	_IRI
fdc:Deprecated	skos:narrower	fdc:RegistrationAgency	_IRI
fdc:Deprecated	skos:narrower	fdc:ProjectMember	_IRI
fdc:Deprecated	skos:narrower	fdc:ProjectManager	_IRI
scheme:PI	skos:narrower	scheme:DataPI	_IRI
scheme:ProjectLeader	skos:narrower	scheme:PI	_IRI
fdc:Deprecated	skos:narrower	fdc:ProjectLeader	_IRI
fdc:Deprecated	skos:narrower	fdc:Producer	_IRI
fdc:Deprecated	skos:narrower	fdc:HostingInstitution	_IRI
fdc:Deprecated	skos:narrower	fdc:Editor	_IRI
fdc:Deprecated	skos:narrower	fdc:Distributor	_IRI
fdc:Deprecated	skos:narrower	fdc:DataManager	_IRI
fdc:Deprecated	skos:narrower	fdc:DataCurator	_IRI
fdc:Deprecated	skos:narrower	fdc:DataCollector	_IRI
scheme:ContactPerson	skos:narrower	scheme:ContactPI	_IRI
fdc:Deprecated	skos:narrower	fdc:ContactPerson	_IRI
scheme:ContributorRole	skos:narrower	scheme:WorkPackageLeader	_IRI
scheme:ContributorRole	skos:narrower	scheme:Supervisor	_IRI
scheme:ContributorRole	skos:narrower	scheme:Sponsor	_IRI
scheme:ContributorRole	skos:narrower	scheme:RightsHolder	_IRI
scheme:ContributorRole	skos:narrower	scheme:Researcher	_IRI
scheme:ContributorRole	skos:narrower	scheme:ResearchGroup	_IRI
scheme:ContributorRole	skos:narrower	scheme:RelatedPerson	_IRI
scheme:ContributorRole	skos:narrower	scheme:RegistrationAuthority	_IRI
scheme:ContributorRole	skos:narrower	scheme:RegistrationAgency	_IRI
scheme:ContributorRole	skos:narrower	scheme:ProjectMember	_IRI
scheme:ContributorRole	skos:narrower	scheme:ProjectManager	_IRI
scheme:ContributorRole	skos:narrower	scheme:ProjectLeader	_IRI
scheme:ContributorRole	skos:narrower	scheme:Producer	_IRI
scheme:ContributorRole	skos:narrower	scheme:OtherRole	_IRI
scheme:ContributorRole	skos:narrower	scheme:HostingInstitution	_IRI
scheme:ContributorRole	skos:narrower	scheme:Editor	_IRI
scheme:ContributorRole	skos:narrower	scheme:Distributor	_IRI
scheme:ContributorRole	skos:narrower	scheme:DataManager	_IRI
scheme:ContributorRole	skos:narrower	scheme:DataCurator	_IRI
scheme:ContributorRole	skos:narrower	scheme:DataCollector	_IRI
scheme:ContributorRole	skos:narrower	scheme:ContactPerson	_IRI
fdc:Deprecated	skos:narrower	fdc:ContributorRole	_IRI
fdc:Deprecated	skos:narrower	fdc:OtherResource	_IRI
fdc:Deprecated	skos:narrower	fdc:Workflow	_IRI
fdc:Deprecated	skos:narrower	fdc:Text	_IRI
fdc:Deprecated	skos:narrower	fdc:Sound	_IRI
fdc:Deprecated	skos:narrower	fdc:Software	_IRI
fdc:Deprecated	skos:narrower	fdc:Service	_IRI
fdc:Deprecated	skos:narrower	fdc:PhysicalObject	_IRI
fdc:Deprecated	skos:narrower	fdc:Model	_IRI
fdc:Deprecated	skos:narrower	fdc:InteractiveResource	_IRI
fdc:Deprecated	skos:narrower	fdc:Image	_IRI
fdc:Deprecated	skos:narrower	fdc:Event	_IRI
fdc:Deprecated	skos:narrower	fdc:DataStream	_IRI
fdc:Deprecated	skos:narrower	fdc:Dataset	_IRI
fdc:Deprecated	skos:narrower	fdc:DataCatalog	_IRI
fdc:Deprecated	skos:narrower	fdc:DataPaper	_IRI
fdc:Deprecated	skos:narrower	fdc:Collection	_IRI
fdc:Deprecated	skos:narrower	fdc:Audiovisual	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Workflow	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Text	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Sound	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Software	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Service	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:PhysicalObject	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:OtherResource	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Model	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:InteractiveResource	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Image	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Event	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Dataset	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:DataStream	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:DataPaper	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:DataCatalog	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Collection	_IRI
scheme:ResourceTypeCategory	skos:narrower	scheme:Audiovisual	_IRI
fdc:Deprecated	skos:narrower	fdc:ResourceTypeCategory	_IRI
fdc:Deprecated	skos:narrower	fdc:IRI	_IRI
fdc:Deprecated	skos:narrower	fdc:w3id	_IRI
fdc:Deprecated	skos:narrower	fdc:URN	_IRI
fdc:Deprecated	skos:narrower	fdc:URL	_IRI
fdc:Deprecated	skos:narrower	fdc:URI	_IRI
fdc:Deprecated	skos:narrower	fdc:UPC	_IRI
fdc:Deprecated	skos:narrower	fdc:PURL	_IRI
fdc:Deprecated	skos:narrower	fdc:PMID	_IRI
fdc:Deprecated	skos:narrower	fdc:LSID	_IRI
fdc:Deprecated	skos:narrower	fdc:LISSN	_IRI
fdc:Deprecated	skos:narrower	fdc:ISTC	_IRI
fdc:Deprecated	skos:narrower	fdc:ISSN	_IRI
fdc:Deprecated	skos:narrower	fdc:ISBN	_IRI
fdc:Deprecated	skos:narrower	fdc:IGSN	_IRI
fdc:Deprecated	skos:narrower	fdc:Handle	_IRI
fdc:Deprecated	skos:narrower	fdc:EISSN	_IRI
fdc:Deprecated	skos:narrower	fdc:EAN13	_IRI
fdc:Deprecated	skos:narrower	fdc:DOI	_IRI
fdc:Deprecated	skos:narrower	fdc:bibcode	_IRI
fdc:Deprecated	skos:narrower	fdc:arXiv	_IRI
fdc:Deprecated	skos:narrower	fdc:ARK	_IRI
scheme:IdentifierType	skos:narrower	scheme:UEI	_IRI
scheme:IdentifierType	skos:narrower	scheme:w3id	_IRI
scheme:IdentifierType	skos:narrower	scheme:bibcode	_IRI
scheme:IdentifierType	skos:narrower	scheme:arXiv	_IRI
scheme:IdentifierType	skos:narrower	scheme:URN	_IRI
scheme:IdentifierType	skos:narrower	scheme:URL	_IRI
scheme:IdentifierType	skos:narrower	scheme:URI	_IRI
scheme:IdentifierType	skos:narrower	scheme:UPC	_IRI
scheme:IdentifierType	skos:narrower	scheme:PURL	_IRI
scheme:IdentifierType	skos:narrower	scheme:PMID	_IRI
scheme:IdentifierType	skos:narrower	scheme:LSID	_IRI
scheme:IdentifierType	skos:narrower	scheme:LISSN	_IRI
scheme:IdentifierType	skos:narrower	scheme:ISTC	_IRI
scheme:IdentifierType	skos:narrower	scheme:ISSN	_IRI
scheme:IdentifierType	skos:narrower	scheme:ISBN	_IRI
scheme:IdentifierType	skos:narrower	scheme:IRI	_IRI
scheme:IdentifierType	skos:narrower	scheme:IGSN	_IRI
scheme:IdentifierType	skos:narrower	scheme:Handle	_IRI
scheme:IdentifierType	skos:narrower	scheme:EISSN	_IRI
scheme:IdentifierType	skos:narrower	scheme:EAN13	_IRI
scheme:IdentifierType	skos:narrower	scheme:DOI	_IRI
scheme:IdentifierType	skos:narrower	scheme:ARK	_IRI
fdc:Deprecated	skos:narrower	fdc:IdentifierType	_IRI
fdc:Deprecated	skos:narrower	fdc:Withdrawn	_IRI
fdc:Deprecated	skos:narrower	fdc:Valid	_IRI
fdc:Deprecated	skos:narrower	fdc:Updated	_IRI
fdc:Deprecated	skos:narrower	fdc:Submitted	_IRI
fdc:Deprecated	skos:narrower	fdc:Issued	_IRI
fdc:Deprecated	skos:narrower	fdc:Created	_IRI
fdc:Deprecated	skos:narrower	fdc:Collected	_IRI
fdc:Deprecated	skos:narrower	fdc:Copyrighted	_IRI
fdc:Deprecated	skos:narrower	fdc:Available	_IRI
fdc:Deprecated	skos:narrower	fdc:Accepted	_IRI
fdc:Deprecated	skos:narrower	fdc:Published	_IRI
scheme:DateType	skos:narrower	scheme:Withdrawn	_IRI
scheme:DateType	skos:narrower	scheme:Valid	_IRI
scheme:DateType	skos:narrower	scheme:Updated	_IRI
scheme:DateType	skos:narrower	scheme:Submitted	_IRI
scheme:DateType	skos:narrower	scheme:Published	_IRI
scheme:DateType	skos:narrower	scheme:Issued	_IRI
scheme:DateType	skos:narrower	scheme:Created	_IRI
scheme:DateType	skos:narrower	scheme:Copyrighted	_IRI
scheme:DateType	skos:narrower	scheme:Collected	_IRI
scheme:DateType	skos:narrower	scheme:Available	_IRI
scheme:DateType	skos:narrower	scheme:Accepted	_IRI
